chemical_name,smiles,database_id,cas,odor_data,odor_labels_filtered
Ethyl ethylanthranilate,CCNc1ccccc1C(=O)OCC,581,38446-21-8,Dry grape-petitgrain-winey with grape-raisin taste,"['grape', 'winey', 'dry']"
Diethyl carbonate,CCOC(=O)OCC,582,105-58-8,Fresh ethereal odor,"['fresh', 'ethereal']"
Diethyl disulfide,CCSSCC,585,110-81-6,"Sulfurous, alliacious, onion-garlic, vegetative, tropical fruit notes","['vegetable', 'alliaceous', 'garlic', 'fruity', 'tropical', 'onion', 'sulfurous']"
Diethyl fumarate,CCOC(=O)/C=C/C(=O)OCC,586,623-91-6,"Slightly herbaceous, estery, green fruity and not especially pleasant.","['green', 'fruity', 'herbal']"
Diethyl malate,CCOC(=O)CC(O)C(=O)OCC,587,12/3/7554,"Mild winey, fruity, apple peel & herbal notes","['fruity', 'apple', 'winey', 'herbal']"
Diethyl maleate,CCOC(=O)/C=C\C(=O)OCC,588,141-05-9,Winey fruity somewhat apple odor,"['fruity', 'apple', 'winey']"
Diethyl malonate,CCOC(=O)CC(=O)OCC,589,105-53-3,"Sweet, fruity, green odor; somewhat apple-like","['green', 'fruity', 'apple', 'sweet']"
Diethyl nonanedioate,CCOC(=O)CCCCCCCC(=O)OCC,590,624-17-9,"Mild oily, slightly fatty fruity","['oily', 'fruity', 'fatty']"
Diethyl oxalate,CCOC(=O)C(=O)OCC,591,95-92-1,"Weak fermented musky winey, fruity, herbaceous","['fruity', 'musk', 'fermented', 'herbal', 'winey']"
Diethyl pentanedioate,CCOC(=O)CCCC(=O)OCC,592,818-38-2,"Weak winey-fruity-estery, tart notes","['fruity', 'winey']"
Diethyl sebacate,CCOC(=O)CCCCCCCCC(=O)OCC,593,110-40-7,"Faint, winey, fruity character; reminscent of quince & melon","['fruity', 'melon', 'winey']"
Diethyl succinate,CCOC(=O)CCC(=O)OCC,594,123-25-1,"Weak, winey, ethereal, green, grape-like odor","['green', 'grape', 'winey', 'ethereal']"
Diethyl sulfide,CCSCC,595,352-93-2,"Sulfurous, garlic, with tomato, meaty, bloody, corn, clam, savory notes","['meaty', 'garlic', 'savory', 'tomato', 'sulfurous']"
Diethyl tartrate,CCOC(=O)C(O)C(O)C(=O)OCC,596,87-91-2,Mild winey fruity odor,"['fruity', 'winey']"
Diethyl trisulfide,CCSSSCC,597,3600-24-6,"Alliaceous, typical Durian; powerful fried onion-garlic savory notes","['alliaceous', 'garlic', 'savory', 'onion']"
Diethylamine,CCNCC,598,109-89-7,"Fishy, amine-like,  on dilution a cheese nuance","['fishy', 'cheesy']"
Diethylmethylpyrazine,CCc1ncc(C)nc1CC,599,18138-04-0,"Chocolate, roasted hazelnut, nutty, meaty notes","['roasted', 'meaty', 'nutty', 'hazelnut', 'chocolate']"
Diethylmethylpyrazine,CCc1cnc(CC)c(C)n1,600,32736-91-7,"Hazelnut, cocoa, slightly burnt odor/taste","['hazelnut', 'cocoa', 'burnt']"
Diethylmethylpyrazine,CCc1cnc(C)c(CC)n1,601,18138-05-1,"Coffee-like taste at 10 ppm; green earthy notes; cocoa, nutty","['green', 'earthy', 'nutty', 'cocoa']"
Diethylmethylthiazole,CCc1nc(C)sc1CC,602,41981-71-9,"Earthy, green, nutty, vegetative; somewhat roasted","['roasted', 'green', 'earthy', 'nutty', 'vegetable']"
Diethylpropylthiazole,CCCc1nc(CC)c(CC)s1,603,4276-68-0,"Fruity, green, mango-like, papaya-like","['green', 'fruity']"
Diethylpyrazine,CCc1nccnc1CC,604,15707-24-1,"Earthy, raw potato, roasted nut; aroma of damp black earth","['potato', 'roasted', 'earthy', 'nutty']"
Diethylpyrazine,CCc1cnc(CC)cn1,605,13238-84-1,"Musty, earthy, nutty, cocoa notes","['earthy', 'nutty', 'cocoa', 'musty']"
Diethyltetrahydrofuran,CCC1CCC(CC)O1,606,41239-48-9,"Strong, minty, solventy, sweet-herbaceous odor","['herbal', 'sweet', 'solvent', 'mint']"
Diethylthiazole,CCc1cnc(CC)s1,607,15729-76-7,"Musty, nutty, meaty, green peppery","['nutty', 'musty', 'meaty']"
Diethylthiophene,CCc1ccsc1CC,608,35686-14-7,"Roasted, onion-meaty notes","['onion', 'meaty', 'roasted']"
Diethyltrithiolane,CCC1(CC)CSSS1,609,54644-28-9,Sulfurous garlic; cooked seafood. tarragon-fennel,"['garlic', 'sulfurous']"
Difurfuryl ether,c1coc(COCc2ccco2)c1,611,4437-22-3,"Salicylate, coffee-like at 10 ppm in sugar syrup; also nutty, burnt","['nutty', 'burnt', 'coffee']"
Difurfurylfuran,c1coc(Cc2ccoc2Cc2ccco2)c1,612,64280-32-6,"Floral, fruity","['fruity', 'floral']"
Dihydroactinidiolide,CC1(C)CCCC2(C)OC(=O)C=C12,613,15356-74-8,"Sweet, fruity-floral osmanthus tea like aroma & a tobacco note","['fruity', 'tobacco', 'tea', 'floral', 'sweet']"
Dihydroambrettolide,O=C1CCCCCCCCCCCCCCCO1,614,109-29-5,Clean musk note with powdery animalic character,"['musk', 'animal']"
Dihydrocarveol,C=C(C)C1CCC(C)C(O)C1,615,619-01-2,"Sweet, woody-cuminic, floral odor; minty, sweet weedy spicy taste","['woody', 'floral', 'sweet']"
Dihydrocarvone,C=C(C)C1CCC(C)C(=O)C1,616,7764-50-3,Minty rye like odor & taste for (-) isomers; spearmint for (+) isomers,['mint']
Dihydrocarvyl acetate,C=C(C)C1CCC(C)C(OC(C)=O)C1,617,56422-50-5,"Sweet, spearmint, floral, rosy odor","['rose', 'floral', 'sweet', 'mint']"
Dihydroconiferaldehyde,COc1cc(CCC=O)ccc1O,619,80638-48-8,"Sweet aromatic, vanilla spicy","['vanilla', 'spicy', 'aromatic', 'sweet']"
Dihydrocoumarin,O=C1CCc2ccccc2O1,620,119-84-6,"Very, sweet, nut-like, hay-like, coumarin-tobacco like odor","['hay', 'tobacco', 'nutty', 'sweet', 'coumarinic']"
Dihydrodimethylcyclopentapyrazine,CC1CC(C)c2nccnc21,622,41330-21-6,"Nutty, brown, roasted, earthy and burnt notes","['roasted', 'earthy', 'nutty', 'burnt']"
Dihydrodimethylcyclopentapyrazine,Cc1cnc2c(n1)CCC2C,623,38917-61-2,"Burnt, cocoa, nutty, brown, roasted, earthy and musty","['roasted', 'earthy', 'nutty', 'cocoa', 'burnt', 'musty']"
Dihydrodimethylcyclopentapyrazine,Cc1nc2c(nc1C)CCC2,624,38917-63-4,"Nutty, brown, roasted, earthy and burnt notes","['roasted', 'earthy', 'nutty', 'burnt']"
Dihydroeugenol,CCCc1ccc(O)c(OC)c1,625,2785-87-7,"Sweet, spicy, balsamic, clove, eugenol-like odor; smoky taste","['spicy', 'balsamic', 'sweet']"
Dihydroionol,CC1=C(CCC(C)O)C(C)(C)CCC1,627,3293-47-8,Sweet floral with weak woody backgound,"['woody', 'floral', 'sweet']"
Dihydroionone,CC(=O)CCC1C(C)=CCCC1(C)C,628,31499-72-6,"Woody, fruity, orris-violet, raspberry-like floral notes","['fruity', 'violet', 'orris', 'woody', 'floral']"
Dihydroionone,CC(=O)CCC1=C(C)CCCC1(C)C,629,17283-81-7,"Woody, floral, orris, slightly ambery, fruity","['fruity', 'orris', 'woody', 'floral']"
Dihydrojasmone lactone,CCCCCCC1(C)CCC(=O)O1,630,7011-83-8,"Peachy, waxy jasmin character, creamy, dairy-like taste","['waxy', 'peach', 'jasmine']"
Dihydrojasmone,CCCCCC1=C(C)CCC1=O,631,1128-08-1,"Strong floral-jasmine; celery, fruity, herbaceous, spicy notes","['spicy', 'fruity', 'jasmine', 'herbal', 'floral']"
Dihydrolinalool,CCC(C)(O)CCC=C(C)C,632,2270-57-7,"Floral, slight citrusy (lime); adds sweetness and body to flavors","['floral', 'citrus']"
Dihydromercaptomethylfuran,SCC1CC=CO1,634,26486-13-5,"Sulfurous, roasted meat, savory on dilution","['sulfurous', 'meaty', 'roasted', 'savory']"
Dihydromethylthienopyrimidine,Cc1ncc2c(n1)CSC2,635,36267-71-7,Powerful popcorn nutty aroma & taste; also as a sweetness enhancer,"['nutty', 'popcorn']"
Dihydromyrcenol,C=CC(C)CCCC(C)(C)O,636,18479-58-8,"A fresh lime cologne odor of great power; Citrus, lime, herbal, floral","['floral', 'citrus', 'fresh', 'herbal']"
Dihydroterpineol,CC1CCC(C(C)(C)O)CC1,638,498-81-7,Floral lilac (trans isomer); terpineol pine (cis isomer) See comments,"['pine', 'floral']"
Dihydroterpinyl acetate,CC(=O)OC(C)(C)C1CCC(C)CC1,639,58985-18-5,"Fresh, citrus-woody-pine cologne like odor with an herbaceous fruity note","['pine', 'citrus', 'fruity', 'fresh', 'herbal', 'woody']"
Dihydrothiophenone,O=C1CCSC1,640,1003-04-9,"Roasted, cooked meaty, buttery, garlic, onion, vegetable, clam notes","['meaty', 'roasted', 'garlic', 'onion', 'vegetable', 'buttery']"
Dihydrotrismethylpropyldithiazine,CCCN1SSC=C(C)C1(C)C,642,74595-94-1,"Roasted, fried, bacon, meaty, savory with roasted potato skin notes","['meaty', 'roasted', 'savory', 'potato']"
Dihydroxyacetophenone,O=C(c1ccccc1)C(O)O,643,28631-86-9,"Aromatic, somewhat spicy, green, vegetative, fatty-earthy-nutty","['spicy', 'green', 'fatty', 'earthy', 'nutty', 'vegetable', 'aromatic']"
Dihydroxybenzoic acid,O=C(O)c1ccc(O)cc1O,644,89-86-1,"Nearly odorless; sweetness modifier for sucrose, sucralose & aspartame",['odorless']
Dihydroxydihydroxymethyldioxane,O=C(CO)CO,645,62147-49-3,"Mild, sweet, somewhat fruity odor; sweet & cool in taste?","['fruity', 'sweet']"
Dihydroxydithiane,OC1CSC(O)CS1,646,40018-26-6,"Sulfurous, grilled meat, brothy, eggy, toasted bread, tomato","['meaty', 'tomato', 'brothy', 'sulfurous', 'bread']"
Diisopentyl thiomalate,CC(C)CCOC(=O)CC(S)C(=O)OCCC(C)C,647,68084-03-7,"Yeasty, fermented, bready notes on dilution","['fermented', 'bread']"
Diisopropyl disulfide,CC(C)SSC(C)C,648,4253-89-8,"Sulfurous, alliaceous, onion, garlic, burnt, meaty notes; tropical, durian","['meaty', 'alliaceous', 'garlic', 'tropical', 'onion', 'burnt', 'sulfurous']"
Diisopropyl sulfide,CC(C)SC(C)C,649,625-80-9,"Sulfuraceous, onion-leek, savory & vegetative","['vegetable', 'savory', 'onion', 'sulfurous']"
Dimethoxybenzene,COc1cccc(OC)c1,650,151-10-0,"Sweet, slightly earthy, root-beer, nut-like odor and taste","['earthy', 'nutty', 'sweet']"
Dimethoxybenzene,COc1ccccc1OC,651,91-16-7,"Sweet, creamy, vanilla, earthy-phenolic-musty, nut, odor/taste","['creamy', 'earthy', 'vanilla', 'nutty', 'phenolic', 'musty', 'sweet']"
Dimethoxybenzene,COc1ccc(OC)cc1,652,150-78-7,"Sweet, nut-like, tobacco-phenolic-earthy notes; somewhat bitter taste","['earthy', 'tobacco', 'nutty', 'phenolic', 'sweet']"
Dimethoxyethane,COC(C)OC,653,534-15-6,"Breathtaking, green alcoholic odor; ethereal green fruity taste","['green', 'alcoholic']"
Dimethoxyhexane,CCCCCC(OC)OC,654,1599-47-9,"Green, cooked apple; musty-leafy mild sweet odor","['apple', 'green', 'leafy', 'musty', 'sweet']"
Dimethoxymethane,COCOC,655,109-87-5,"Ethereal, gassy, alcoholic, slightly fruity, rum-like","['alcoholic', 'ethereal', 'fruity', 'gasoline', 'rum']"
Dimethoxyphenol,COc1cccc(OC)c1O,657,91-10-1,"Phenolic-woody-medicinal, smoky odor; a tarry, spicy, smoky (bacon) taste","['woody', 'phenolic', 'medicinal', 'smoky']"
Dimethoxyvinylbenzene,C=Cc1ccc(OC)c(OC)c1,658,6380-23-0,"Medicinal, sweet earthy phenolic, vegetative, smoky odor and taste","['vegetable', 'smoky', 'earthy', 'phenolic', 'medicinal', 'sweet']"
"Dimethoxyvinylphenol 2,6-Dimethoxy-4-vinylphenol",C=Cc1cc(OC)c(O)c(OC)c1,659,28343-22-8,"Smoky, phenolic, spicy","['phenolic', 'smoky', 'spicy']"
Dimethyl carbonate,COC(=O)OC,660,616-38-6,"Ethereal, mild acetone like odor",['ethereal']
Dimethyl disulfide,CSSC,661,624-92-0,"Strong onion, cabbage-like odor","['onion', 'cabbage']"
Dimethyl malonate,COC(=O)CC(=O)OC,662,108-59-8,Ethereal fruity; green-apple notes,"['green', 'fruity', 'apple', 'ethereal']"
Dimethyl succinate,COC(=O)CCC(=O)OC,663,106-65-0,"Ethereal, winey, green, fruity odor; Sweet fruity green, waxy & warm taste","['green', 'fruity', 'winey', 'ethereal']"
Dimethyl tetrasulfide,CSSSSC,665,5756-24-1,"Pungent, sulfurous, cooked onion-garlic; meaty, Savory","['meaty', 'garlic', 'savory', 'onion', 'sulfurous', 'pungent']"
Dimethyl trisulfide,CSSSC,666,3658-80-8,"Strong, onion-garlic with cabbage & cauliflower notes odor and taste","['onion', 'garlic', 'cabbage']"
Dimethylacetophenone,CC(=O)c1ccc(C)cc1C,667,89-74-7,"Sharp, sweet, chemical, floral, coumarinic, woody-hay minty notes","['hay', 'sharp', 'sweet', 'woody', 'floral', 'coumarinic', 'mint']"
Dimethylacetylcyclohexene,CC(=O)C1(C)CC=C(C)CC1,668,43219-68-7,"Herbaceous, fresh,  fruity, minty","['fruity', 'fresh', 'mint', 'herbal']"
Dimethylacetylthiazole,CC(=O)c1sc(C)nc1C,669,38205-60-6,"Roasted, nutty, meaty; sulfurous notes of boiled meat","['meaty', 'roasted', 'nutty', 'sulfurous']"
Dimethylanisole,COc1ccc(C)cc1C,670,6738-23-4,"Herbal, spicy, somewhat earthy nut-like","['earthy', 'spicy', 'nutty', 'herbal']"
Dimethylbenzaldehyde,Cc1ccc(C=O)c(C)c1,671,15764-16-6,"Sweet, bitter almond, cherry like aroma and taste","['cherry', 'almond', 'sweet']"
Dimethylbenzofuran,Cc1oc2ccccc2c1C,672,3782-00-1,"Tarry, tobacco-spicy odor; earthy; burnt, woody, whiskey, coumarin flavor","['tobacco', 'spicy']"
Dimethylbenzofuranone,Cc1cccc2c1C(C)C(=O)O2,673,65817-24-5,"Sweet, coumarinic, coconut, hay, flouve; effective in mint formulas","['hay', 'coconut', 'sweet', 'coumarinic']"
Dimethylbenzyl alcohol,Cc1ccc(C(C)O)cc1,674,536-50-5,"Somewhat minty, cherry, almond. nut, floral hawthorn hay odor","['hay', 'nutty', 'almond', 'cherry', 'floral', 'mint']"
Dimethylbenzyl isobutyrate,CC(C)C(=O)OC(C)(C)c1ccccc1,675,7774-60-9,"Sweet, fruity, apricot-peach-plum like notes","['apricot', 'fruity', 'plum', 'peach', 'sweet']"
Dimethylbutanediol,CC(C)(O)C(C)(C)O,676,76-09-5,"Ethereal, herbal; slightly minty, woody, bready","['ethereal', 'herbal', 'woody', 'bread', 'mint']"
Dimethylbutanol,CC(O)C(C)(C)C,677,464-07-3,"Fermented yeasty, camphoraceous notes","['fermented', 'camphoreous']"
Dimethylbutyl acetate,CC(=O)OC(C)CC(C)C,678,108-84-9,"Fresh pleasant ruity, banana with apple note","['fruity', 'apple', 'fresh', 'banana']"
Dimethylbutyl malate,CCCC(C)(C)OC(=O)C(O)CC(=O)O,679,253596-99-5,"Weak fruity, winey, oily-fatty, weak fermented notes","['oily', 'fruity', 'fatty', 'fermented', 'winey']"
Dimethylcyclopentadione,CC1CC(=O)C(=O)C1C,680,13494-06-9,"Strong maple, burnt-sugar, caramel odor/taste; cyclotene-like","['caramellic', 'burnt']"
Dimethylcyclopentadione,CC1CC(C)C(=O)C1=O,681,13494-07-0,"Strong, maple-caramel, nutty odor/taste; similar to cyclotene","['caramellic', 'nutty']"
Dimethylcyclopentenone,CC1=CC(=O)CC1C,682,30434-64-1,"Ketonic, caramellic, somewhat burnt","['ketonic', 'caramellic', 'burnt']"
Dimethyldihydroxydithiane,CC1(O)CSC(C)(O)CS1,683,55704-78-4,Sweet chicken liver and giblet odor with onion and celery backnotes.,"['onion', 'chicken', 'sweet']"
Dimethyldioxolane,CC1COC(C)O1,684,12/3/3390,"Ethereal, sweet, dairy, buttery, green fruity","['ethereal', 'green', 'fruity', 'dairy', 'sweet', 'buttery']"
Dimethylethoxyfuranone,CCOC1=C(C)OC(C)C1=O,685,65330-49-6,"Sweet, fruity, caramellic-roasted with berry (strawberry) notes","['caramellic', 'roasted', 'fruity', 'strawberry', 'berry', 'sweet']"
Dimethylethyloxazole,CCc1nc(C)oc1C,686,30408-61-8,"Green, vegetative, nutty, hazelnut","['green', 'vegetable', 'nutty', 'hazelnut']"
Dimethylethylphenol,CC(C)(C)c1ccc(O)cc1,687,98-54-4,"Leathery phenolic odor, smoky-spicy flavor","['phenolic', 'leathery']"
Dimethylethylthiazole,CCc1nc(C)sc1C,688,32272-57-4,"Burnt, earthy, coffee & potato flavor","['earthy', 'potato', 'burnt', 'coffee']"
Dimethylethylthiazole,CCc1nc(C)c(C)s1,689,873-64-3,"Burnt, hazelnut, cocoa & peanut character","['burnt', 'cocoa', 'hazelnut']"
Dimethylethylthiazoline,CCC1N=C(C)C(C)S1,690,76788-46-0,"Meaty, nutty, musty, cocoa, peach & licorice nuances","['meaty', 'nutty', 'cocoa', 'musty', 'peach']"
Dimethylfuran,Cc1ccc(C)o1,691,625-86-5,"Ethereal, solvent, rum-cognac odor; meaty, beef, nutty, burnt cocoa taste","['cognac', 'solvent', 'ethereal', 'rum']"
Dimethylfuranone,CC1=CC(=O)C(C)O1,692,14400-67-0,"Sweet, roasted, caramel, bread-like, buttery, coffee bean, burnt sugar","['caramellic', 'roasted', 'burnt', 'coffee', 'bread', 'sweet', 'buttery']"
Dimethylfuranthiol,Cc1cc(S)c(C)o1,693,55764-23-3,"Roasted meat, savory aroma; strong roasted meaty brothy, savory taste","['meaty', 'roasted', 'savory']"
Dimethylheptanol,CC(C)CCCC(C)(C)O,694,13254-34-7,"Fresh, floral, lavender, muguet with citrus nuances","['citrus', 'fresh', 'floral']"
Dimethylheptanol,CC(C)CC(O)CC(C)C,695,108-82-7,"Mild, sweet, fermented, yeasty, fruity, green odor with winey notes","['green', 'fruity', 'winey', 'fermented', 'sweet']"
Dimethylheptanone,CC(C)CC(=O)CC(C)C,696,108-83-8,"Sweet, fruity odor; slightly chemical-Pineapple-Banana taste","['fruity', 'sweet']"
Dimethylheptenal,CC(C)=CCCC(C)C=O,697,106-72-9,"Strong, green, watery, characteristic melon; melon in dilution","['green', 'melon']"
Dimethylheptenol,C=C(C)CCCC(C)CO,698,36806-46-9,"Fresh, melon, green-waxy oily-fatty melon rind odor & taste","['green', 'oily', 'fatty', 'melon', 'fresh', 'waxy']"
Dimethylheptyl acetate,CC(=O)OC(CC(C)C)CC(C)C,699,10250-45-0,"Herbaceous, rhubarb, floral with lilac-lavender backnotes","['herbal', 'floral']"
Dimethylhexane,CCCCC(C)(C)C,700,590-73-8,"Hydrocarbon odor, mild gasoline",['gasoline']
Dimethylhexane,CCC(C)CC(C)C,701,589-43-5,Hydrocarbon odor,['gasoline']
Dimethylisobutylthiazoline,CC1=NC(CC(C)C)SC1C,702,65894-83-9,"Sweet, roasted, meat, nut, burnt corn, chocolate; green vegetable notes","['meaty', 'roasted', 'green', 'nutty', 'burnt', 'vegetable', 'sweet', 'chocolate']"
Dimethylisopropyloxazole,Cc1nc(C(C)C)oc1C,703,19519-45-0,Green earthy peanut flavor,"['green', 'earthy']"
Dimethylmethoxyfuranone,COC1=C(C)OC(C)C1=O,705,4077-47-8,"Sweet, fruity caramellic ""sherry"" like odor; Xeres wine note","['caramellic', 'fruity', 'winey', 'sweet']"
"Anisaldehyde 2,3-butyleneglycol acetal",COc1ccc(C2OC(C)C(C)O2)cc1,706,5420-89-3,"Weak floral, hay-like anisic","['anisic', 'hay', 'floral']"
Dimethylmethylfurylthioheptanone,Cc1occc1SC(C(=O)CC(C)C)C(C)C,708,61295-51-0,"Roasted meat aroma, roasted meat and citrus flavor w/ onion note","['onion', 'meaty', 'roasted']"
Dimethylmethylpropenyltetrahydrofuran,C/C=C(\C)C1CCC(C)(C)O1,709,7416-35-5,"Citrus (lime-like), camphoraceous, fresh, minty odor","['citrus', 'fresh', 'camphoreous', 'mint']"
Dimethylmethylthiofuran,CSc1cc(C)oc1C,710,63359-63-7,"Roasted meat, enhanced brothy notes","['brothy', 'meaty', 'roasted']"
Dimethyloctadienylcyclopentanone,CC(C)=CCC/C(C)=C/CC1CCCC1=O,711,68133-79-9,"Fresh apricot-peach fruity note, with pulp-kernel character","['apricot', 'fruity', 'fresh', 'peach']"
Dimethyloctanal,CCC(C)CCCC(C)C=O,712,7/9/7779,"Strong, fresh, sweet, fruity, green-waxy-rose, citrus, melon, vegetable","['rose', 'citrus', 'green', 'fruity', 'melon', 'fresh', 'waxy', 'vegetable', 'sweet']"
Dimethyloctanol,CCC(C)CCC(C)(O)CC,713,151-19-9,Sweet floral similar to tetrahydrolinalool,"['floral', 'sweet']"
Dimethyloctanol,CC(C)CCCC(C)CCO,714,106-21-8,"Sweet, waxy, rosy odor and floral citrus-woody taste","['rose', 'waxy', 'sweet']"
Dimethyloctatrienol,C=CC(C)(O)C/C=C/C(=C)C,715,29957-43-5,"Fresh floral, slightly woody, fruity","['citrus', 'fruity', 'grape', 'fresh', 'woody', 'floral']"
Dimethyloctenoic acid,CC(C)=CCCC(C)CC(=O)O,716,502-47-6,"Fatty-waxy, heavy, floral green odor; fruity melon-citrus taste","['floral', 'fatty', 'waxy', 'green']"
Dimethyloctenone,CCCCC=CC(=O)C(C)C,717,2550-18-7,"Herbaceous, fresh, ketonic, slight fruity","['ketonic', 'fruity', 'fresh', 'herbal']"
Dimethyloxazoline,CC1=NC(C)OC1,718,77311-02-5,"Nutty, vegetable, roasted meaty","['vegetable', 'nutty', 'meaty', 'roasted']"
Dimethylpentenoic acid,C/C(=C\C(C)C)C(=O)O,719,66634-97-7,"Cheesy with ripe, fruity and animal nuances","['ripe', 'fruity', 'animal', 'cheesy']"
Dimethylpentylfuranone,CCCCCC1C(=O)OC(C)=C1C,720,10547-84-9,Celery-like; green tea notes,"['green', 'tea']"
Dimethylphenethyl acetate,CC(=O)OC(C)(C)Cc1ccccc1,721,151-05-3,"Fresh, rose-jasmine-floral fruity odor; fruity-berry, jasmine,woody flavor","['rose', 'fruity', 'fresh', 'jasmine', 'floral']"
Dimethylphenethyl alcohol,CC(C)(O)Cc1ccccc1,722,100-86-7,"Fresh herbaceous, floral, lilac-rosy odor;  floral, green-fruity taste","['rose', 'fresh', 'herbal', 'floral']"
Dimethylphenethyl butyrate,CCCC(=O)OC(C)(C)Cc1ccccc1,723,10094-34-5,"Heavy, fruity odor similar to plum-prune-apricot with tea-like notes","['apricot', 'fruity', 'tea', 'plum']"
Dimethylphenethyl formate,CC(C)(Cc1ccccc1)OC=O,724,10058-43-2,"Herbaceous, green, lily-jasmine odor with a warm spicy taste","['green', 'jasmine', 'herbal']"
Dimethylphenethyl isobutyrate,CC(C)C(=O)OC(C)(C)Cc1ccccc1,725,59354-71-1,"Fresh aromatic-floral, fruity, jammy","['fruity', 'fresh', 'aromatic', 'floral']"
Dimethylphenethylamine,C[C@H](c1ccccc1)N(C)C,726,19342-01-9,"Fishy, amine, seafood notes",['fishy']
Dimethylphenylpropionaldehyde,CC(C)(C=O)Cc1ccccc1,727,1009-62-7,"Fresh floral, aldehydic, ozonic","['aldehydic', 'fresh', 'floral']"
Dimethylpropyloxazole,CCCc1nc(C)c(C)o1,728,53833-32-2,"Somewhat fatty, metallic, roasted burnt, herbal","['roasted', 'fatty', 'metallic', 'burnt', 'herbal']"
Dimethylpropylthiazole,CCCc1nc(C)c(C)s1,729,41981-72-0,"Roasted, nutty, green, cocoa, tropical fruity","['roasted', 'green', 'fruity', 'nutty', 'cocoa', 'tropical']"
Dimethylpyrazine,Cc1nccnc1C,730,5910-89-4,"Green, nutty, potato, cocoa, coffee, caramel, meaty notes","['caramellic', 'meaty', 'green', 'nutty', 'cocoa', 'coffee', 'potato']"
Dimethylpyrazine,Cc1cnc(C)cn1,731,123-32-0,"Chocolate, roasted nuts, earthy; chocolate taste","['earthy', 'roasted', 'chocolate']"
Dimethylpyrazine,Cc1cncc(C)n1,732,108-50-9,"Chocolate, roasted nuts, fried potato odor;","['roasted', 'potato', 'chocolate']"
Dimethylpyridine,Cc1cccnc1C,733,583-61-9,Coffee-like at 6 ppm in sugar syrup; roasted rubbery,['roasted']
Dimethylpyridine,Cc1ccnc(C)c1,734,108-47-4,"Pyridine animalic, fishy-minty-like; green, smoky phenolic in dilution","['green', 'fishy', 'animal', 'phenolic', 'smoky', 'mint']"
Dimethylpyridine,Cc1cccc(C)n1,735,108-48-5,"Green, nutty, herbaceous-pyridine, musty, coffee-cocoa","['green', 'nutty', 'cocoa', 'coffee', 'herbal', 'musty']"
Dimethylpyridine,Cc1cncc(C)c1,737,591-22-0,Green; fatty; roasted at 8 ppm in sugar syrup,"['green', 'fatty']"
Dimethylpyrrole,Cc1ccc(C)[nH]1,738,625-84-3,"Animalic, slightly green, earthy, putrid, burnt","['green', 'earthy', 'burnt', 'animal']"
Dimethylpyrrolidinodithiazine,CC1=C(C)C(N2CCCC2)=NSS1,739,116505-60-3,"Powerful shellfish seafood note on dilution; roasted meaty, groundnuts","['meaty', 'roasted']"
Dimethylquinoxaline,Cc1nc2ccccc2nc1C,740,2379-55-7,Astringent; fatty; earthy at 25 ppm in coffee; roasted,"['fatty', 'roasted']"
Dimethylstyrene,C=C(C)c1ccc(C)cc1,741,1195-32-0,"Citrus, lemon-like, pine, spicy, styrene with phenolic-clove note","['pine', 'spicy', 'citrus', 'lemon', 'phenolic']"
Dimethyltetrahydrofuran,CC1CCC(C)O1,742,1003-38-9,"Sweet, ethereal, somewhat gassy-minty solvent odor","['solvent', 'ethereal', 'gasoline', 'sweet', 'mint']"
Dimethyltetrathiane,CC1(C)CSSSS1,743,67411-27-2,"Sulfurous onion. garlic, durian, shiitake, also mutton flavor","['garlic', 'onion', 'sulfurous']"
